GOT-10k_Train_000001,120
GOT-10k_Train_000002,70
GOT-10k_Train_000003,90
GOT-10k_Train_000004,80
GOT-10k_Train_000005,90
GOT-10k_Train_000006,80
GOT-10k_Train_000007,82
GOT-10k_Train_000008,70
GOT-10k_Train_000009,90
GOT-10k_Train_000010,66
GOT-10k_Train_000011,80
GOT-10k_Train_000012,90
GOT-10k_Train_000013,120
GOT-10k_Train_000014,80
GOT-10k_Train_000015,80
GOT-10k_Train_000016,66
GOT-10k_Train_000017,100
GOT-10k_Train_000018,80
GOT-10k_Train_000019,60
GOT-10k_Train_000020,118
GOT-10k_Train_000021,110
GOT-10k_Train_000022,80
GOT-10k_Train_000023,160
GOT-10k_Train_000024,80
GOT-10k_Train_000025,60
GOT-10k_Train_000026,80
GOT-10k_Train_000027,80
GOT-10k_Train_000028,90
GOT-10k_Train_000029,100
GOT-10k_Train_000030,120
GOT-10k_Train_000031,100
GOT-10k_Train_000032,60
GOT-10k_Train_000033,90
GOT-10k_Train_000034,150
GOT-10k_Train_000035,90
GOT-10k_Train_000036,80
GOT-10k_Train_000037,140
GOT-10k_Train_000038,120
GOT-10k_Train_000039,140
GOT-10k_Train_000040,70
GOT-10k_Train_000041,190
GOT-10k_Train_000042,90
GOT-10k_Train_000043,70
GOT-10k_Train_000044,90
GOT-10k_Train_000045,100
GOT-10k_Train_000046,100
GOT-10k_Train_000047,100
GOT-10k_Train_000048,70
GOT-10k_Train_000049,70
GOT-10k_Train_000050,100
GOT-10k_Train_000051,130
GOT-10k_Train_000052,100
GOT-10k_Train_000053,170
GOT-10k_Train_000054,150
GOT-10k_Train_000055,180
GOT-10k_Train_000056,150
GOT-10k_Train_000057,120
GOT-10k_Train_000058,130
GOT-10k_Train_000059,80
GOT-10k_Train_000060,120
GOT-10k_Train_000061,90
GOT-10k_Train_000062,190
GOT-10k_Train_000063,100
GOT-10k_Train_000064,90
GOT-10k_Train_000065,90
GOT-10k_Train_000066,100
GOT-10k_Train_000067,120
GOT-10k_Train_000068,130
GOT-10k_Train_000069,110
GOT-10k_Train_000070,136
GOT-10k_Train_000071,100
GOT-10k_Train_000072,100
GOT-10k_Train_000074,100
GOT-10k_Train_000075,100
GOT-10k_Train_000076,100
GOT-10k_Train_000077,100
GOT-10k_Train_000078,100
GOT-10k_Train_000079,100
GOT-10k_Train_000080,80
GOT-10k_Train_000081,110
GOT-10k_Train_000082,80
GOT-10k_Train_000083,80
GOT-10k_Train_000084,97
GOT-10k_Train_000085,100
GOT-10k_Train_000086,110
GOT-10k_Train_000087,150
GOT-10k_Train_000088,150
GOT-10k_Train_000089,90
GOT-10k_Train_000090,100
GOT-10k_Train_000091,130
GOT-10k_Train_000092,100
GOT-10k_Train_000093,80
GOT-10k_Train_000094,100
GOT-10k_Train_000095,100
GOT-10k_Train_000096,100
GOT-10k_Train_000097,100
GOT-10k_Train_000098,100
GOT-10k_Train_000099,100
GOT-10k_Train_000100,100
GOT-10k_Train_000101,100
GOT-10k_Train_000102,100
GOT-10k_Train_000103,70
GOT-10k_Train_000104,80
GOT-10k_Train_000105,100
GOT-10k_Train_000106,80
GOT-10k_Train_000107,80
GOT-10k_Train_000108,90
GOT-10k_Train_000109,80
GOT-10k_Train_000110,90
GOT-10k_Train_000111,70
GOT-10k_Train_000112,90
GOT-10k_Train_000114,80
GOT-10k_Train_000115,80
GOT-10k_Train_000116,90
GOT-10k_Train_000117,90
GOT-10k_Train_000118,90
GOT-10k_Train_000119,110
GOT-10k_Train_000120,100
GOT-10k_Train_000121,90
GOT-10k_Train_000122,80
GOT-10k_Train_000123,80
GOT-10k_Train_000124,100
GOT-10k_Train_000125,90
GOT-10k_Train_000126,90
GOT-10k_Train_000127,80
GOT-10k_Train_000128,100
GOT-10k_Train_000129,90
GOT-10k_Train_000130,90
GOT-10k_Train_000131,90
GOT-10k_Train_000132,90
GOT-10k_Train_000133,90
GOT-10k_Train_000134,90
GOT-10k_Train_000135,80
GOT-10k_Train_000136,80
GOT-10k_Train_000137,100
GOT-10k_Train_000138,80
GOT-10k_Train_000139,60
GOT-10k_Train_000140,80
GOT-10k_Train_000141,90
GOT-10k_Train_000142,90
GOT-10k_Train_000143,80
GOT-10k_Train_000144,90
GOT-10k_Train_000145,100
GOT-10k_Train_000146,100
GOT-10k_Train_000147,90
GOT-10k_Train_000148,90
GOT-10k_Train_000149,80
GOT-10k_Train_000150,100
GOT-10k_Train_000151,90
GOT-10k_Train_000152,70
GOT-10k_Train_000153,70
GOT-10k_Train_000154,80
GOT-10k_Train_000155,80
GOT-10k_Train_000156,100
GOT-10k_Train_000157,80
GOT-10k_Train_000158,70
GOT-10k_Train_000159,70
GOT-10k_Train_000160,70
GOT-10k_Train_000161,90
GOT-10k_Train_000162,70
GOT-10k_Train_000163,80
GOT-10k_Train_000164,80
GOT-10k_Train_000165,90
GOT-10k_Train_000166,80
GOT-10k_Train_000167,80
GOT-10k_Train_000168,90
GOT-10k_Train_000169,90
GOT-10k_Train_000170,100
GOT-10k_Train_000171,90
GOT-10k_Train_000172,100
GOT-10k_Train_000173,70
GOT-10k_Train_000174,80
GOT-10k_Train_000175,80
GOT-10k_Train_000176,100
GOT-10k_Train_000177,100
GOT-10k_Train_000178,99
GOT-10k_Train_000179,100
GOT-10k_Train_000180,100
GOT-10k_Train_000181,100
GOT-10k_Train_000182,100
GOT-10k_Train_000183,110
GOT-10k_Train_000184,100
GOT-10k_Train_000185,100
GOT-10k_Train_000186,100
GOT-10k_Train_000187,100
GOT-10k_Train_000188,100
GOT-10k_Train_000189,100
GOT-10k_Train_000190,100
GOT-10k_Train_000191,100
GOT-10k_Train_000192,99
GOT-10k_Train_000193,100
GOT-10k_Train_000194,100
GOT-10k_Train_000195,100
GOT-10k_Train_000196,100
GOT-10k_Train_000197,100
GOT-10k_Train_000198,100
GOT-10k_Train_000199,100
GOT-10k_Train_000200,100
GOT-10k_Train_000201,100
GOT-10k_Train_000202,100
GOT-10k_Train_000203,100
GOT-10k_Train_000204,100
GOT-10k_Train_000205,80
GOT-10k_Train_000206,100
GOT-10k_Train_000207,80
GOT-10k_Train_000208,90
GOT-10k_Train_000209,89
GOT-10k_Train_000210,90
GOT-10k_Train_000211,80
GOT-10k_Train_000212,90
GOT-10k_Train_000213,90
GOT-10k_Train_000214,80
GOT-10k_Train_000215,67
GOT-10k_Train_000216,100
GOT-10k_Train_000217,100
GOT-10k_Train_000218,70
GOT-10k_Train_000219,80
GOT-10k_Train_000220,80
GOT-10k_Train_000221,70
GOT-10k_Train_000222,90
GOT-10k_Train_000223,80
GOT-10k_Train_000224,90
GOT-10k_Train_000225,70
GOT-10k_Train_000226,80
GOT-10k_Train_000227,160
GOT-10k_Train_000228,90
GOT-10k_Train_000229,230
GOT-10k_Train_000230,80
GOT-10k_Train_000231,100
GOT-10k_Train_000232,160
GOT-10k_Train_000233,80
GOT-10k_Train_000234,100
GOT-10k_Train_000235,70
GOT-10k_Train_000236,70
GOT-10k_Train_000237,80
GOT-10k_Train_000238,78
GOT-10k_Train_000239,79
GOT-10k_Train_000240,80
GOT-10k_Train_000241,80
GOT-10k_Train_000242,80
GOT-10k_Train_000243,90
GOT-10k_Train_000244,90
GOT-10k_Train_000245,90
GOT-10k_Train_000246,100
GOT-10k_Train_000247,80
GOT-10k_Train_000248,77
GOT-10k_Train_000249,80
GOT-10k_Train_000250,80
GOT-10k_Train_000251,80
GOT-10k_Train_000252,80
GOT-10k_Train_000253,80
GOT-10k_Train_000254,100
GOT-10k_Train_000255,80
GOT-10k_Train_000256,70
GOT-10k_Train_000257,70
GOT-10k_Train_000258,80
GOT-10k_Train_000259,80
GOT-10k_Train_000260,70
GOT-10k_Train_000261,80
GOT-10k_Train_000262,70
GOT-10k_Train_000263,80
GOT-10k_Train_000264,70
GOT-10k_Train_000265,80
GOT-10k_Train_000266,100
GOT-10k_Train_000267,100
GOT-10k_Train_000268,100
GOT-10k_Train_000269,100
GOT-10k_Train_000270,100
GOT-10k_Train_000271,90
GOT-10k_Train_000272,80
GOT-10k_Train_000273,100
GOT-10k_Train_000274,80
GOT-10k_Train_000275,100
GOT-10k_Train_000276,104
GOT-10k_Train_000277,64
GOT-10k_Train_000278,92
GOT-10k_Train_000279,100
GOT-10k_Train_000280,99
GOT-10k_Train_000281,100
GOT-10k_Train_000282,100
GOT-10k_Train_000283,110
GOT-10k_Train_000285,100
GOT-10k_Train_000286,97
GOT-10k_Train_000287,120
GOT-10k_Train_000288,90
GOT-10k_Train_000289,90
GOT-10k_Train_000290,100
GOT-10k_Train_000291,100
GOT-10k_Train_000292,110
GOT-10k_Train_000293,100
GOT-10k_Train_000294,100
GOT-10k_Train_000295,100
GOT-10k_Train_000296,110
GOT-10k_Train_000297,110
GOT-10k_Train_000298,100
GOT-10k_Train_000299,100
GOT-10k_Train_000300,110
GOT-10k_Train_000301,120
GOT-10k_Train_000302,100
GOT-10k_Train_000303,100
GOT-10k_Train_000304,100
GOT-10k_Train_000305,100
GOT-10k_Train_000306,100
GOT-10k_Train_000307,100
GOT-10k_Train_000308,100
GOT-10k_Train_000309,100
GOT-10k_Train_000310,100
GOT-10k_Train_000311,99
GOT-10k_Train_000312,100
GOT-10k_Train_000313,100
GOT-10k_Train_000314,100
GOT-10k_Train_000315,100
GOT-10k_Train_000316,100
GOT-10k_Train_000317,100
GOT-10k_Train_000318,100
GOT-10k_Train_000319,110
GOT-10k_Train_000320,100
GOT-10k_Train_000321,90
GOT-10k_Train_000322,100
GOT-10k_Train_000323,100
GOT-10k_Train_000324,100
GOT-10k_Train_000325,100
GOT-10k_Train_000326,100
GOT-10k_Train_000327,100
GOT-10k_Train_000328,100
GOT-10k_Train_000329,100
GOT-10k_Train_000330,99
GOT-10k_Train_000331,100
GOT-10k_Train_000332,90
GOT-10k_Train_000333,100
GOT-10k_Train_000334,100
GOT-10k_Train_000335,100
GOT-10k_Train_000336,99
GOT-10k_Train_000337,100
GOT-10k_Train_000338,100
GOT-10k_Train_000339,100
GOT-10k_Train_000340,100
GOT-10k_Train_000341,100
GOT-10k_Train_000342,100
GOT-10k_Train_000343,98
GOT-10k_Train_000344,90
GOT-10k_Train_000345,120
GOT-10k_Train_000346,107
GOT-10k_Train_000347,91
GOT-10k_Train_000348,92
GOT-10k_Train_000349,90
GOT-10k_Train_000350,100
GOT-10k_Train_000351,99
GOT-10k_Train_000352,89
GOT-10k_Train_000353,100
GOT-10k_Train_000354,100
GOT-10k_Train_000355,100
GOT-10k_Train_000356,100
GOT-10k_Train_000357,100
GOT-10k_Train_000358,100
GOT-10k_Train_000359,110
GOT-10k_Train_000360,110
GOT-10k_Train_000361,100
GOT-10k_Train_000362,90
GOT-10k_Train_000363,300
GOT-10k_Train_000364,300
GOT-10k_Train_000365,240
GOT-10k_Train_000366,280
GOT-10k_Train_000367,110
GOT-10k_Train_000368,70
GOT-10k_Train_000369,100
GOT-10k_Train_000370,217
GOT-10k_Train_000371,300
GOT-10k_Train_000372,80
GOT-10k_Train_000373,110
GOT-10k_Train_000374,70
GOT-10k_Train_000375,100
GOT-10k_Train_000376,70
GOT-10k_Train_000377,97
GOT-10k_Train_000378,95
GOT-10k_Train_000379,90
GOT-10k_Train_000380,100
GOT-10k_Train_000381,100
GOT-10k_Train_000382,100
GOT-10k_Train_000383,90
GOT-10k_Train_000384,100
GOT-10k_Train_000386,100
GOT-10k_Train_000387,100
GOT-10k_Train_000388,100
GOT-10k_Train_000389,90
GOT-10k_Train_000390,90
GOT-10k_Train_000391,100
GOT-10k_Train_000392,90
GOT-10k_Train_000393,90
GOT-10k_Train_000394,100
GOT-10k_Train_000395,90
GOT-10k_Train_000396,100
GOT-10k_Train_000397,90
GOT-10k_Train_000398,100
GOT-10k_Train_000399,100
GOT-10k_Train_000400,90
GOT-10k_Train_000401,100
GOT-10k_Train_000402,90
GOT-10k_Train_000403,100
GOT-10k_Train_000404,80
GOT-10k_Train_000405,100
GOT-10k_Train_000406,100
GOT-10k_Train_000407,100
GOT-10k_Train_000408,100
GOT-10k_Train_000409,80
GOT-10k_Train_000410,180
GOT-10k_Train_000411,138
GOT-10k_Train_000412,230
GOT-10k_Train_000413,100
GOT-10k_Train_000414,100
GOT-10k_Train_000415,100
GOT-10k_Train_000416,90
GOT-10k_Train_000417,100
GOT-10k_Train_000418,240
GOT-10k_Train_000419,100
GOT-10k_Train_000421,100
GOT-10k_Train_000422,150
GOT-10k_Train_000423,150
GOT-10k_Train_000424,100
GOT-10k_Train_000425,100
GOT-10k_Train_000426,100
GOT-10k_Train_000427,90
GOT-10k_Train_000428,100
GOT-10k_Train_000429,130
GOT-10k_Train_000430,100
GOT-10k_Train_000431,130
GOT-10k_Train_000432,100
GOT-10k_Train_000433,80
GOT-10k_Train_000434,170
GOT-10k_Train_000435,100
GOT-10k_Train_000436,100
GOT-10k_Train_000437,89
GOT-10k_Train_000438,100
GOT-10k_Train_000439,140
GOT-10k_Train_000440,100
GOT-10k_Train_000441,100
GOT-10k_Train_000442,100
GOT-10k_Train_000443,100
GOT-10k_Train_000444,100
GOT-10k_Train_000445,93
GOT-10k_Train_000446,80
GOT-10k_Train_000447,100
